Body,Head,Head Coverage,Std Confidence,PCA Confidence,Positive Examples,Body size,PCA Body size,Functional variable
?a  <predecessor>  ?f  ?f  <spouse>  ?b   ,?a  <mother>  ?b,0.269662921,0.298755187,0.452830189,144,482,318,?a
?e  <spouse>  ?b  ?e  <successor>  ?a   ,?a  <mother>  ?b,0.269662921,0.298755187,0.452830189,144,482,318,?a
?a  <child>  ?d  ?d  <parent>  ?a   ,"?a  <gender>  ""female""@en",0.169685415,0.450632911,0.450632911,178,395,395,?a
?a  <type>  <Person>   ,?a  <hasSpouse>  <Yes>,0.449367089,0.449367089,0.449367089,994,2212,2212,?a
?a  <type>  <Person>   ,"?a  <gender>  ""female""@en",0.448999047,0.212929476,0.448999047,471,2212,1049,?a
?c  <parent>  ?a  ?c  <type>  <Person>   ,"?a  <gender>  ""female""@en",0.415633937,0.428711898,0.445807771,436,1017,978,?a
?c  <child>  ?a  ?c  <type>  <Person>   ,"?a  <gender>  ""female""@en",0.192564347,0.143160879,0.442013129,202,1411,457,?a
?c  <father>  ?a  ?c  <hasSpouse>  <No>   ,?a  <hasSpouse>  <Yes>,0.014014467,0.436619718,0.436619718,31,71,71,?a
?b  <parent>  ?f  ?f  <spouse>  ?a   ,?a  <successor>  ?b,0.354564756,0.133814103,0.432642487,167,1248,386,?a
?b  <parent>  ?f  ?a  <spouse>  ?f   ,?a  <successor>  ?b,0.354564756,0.133921411,0.432642487,167,1247,386,?a
?a  <parent>  ?f  ?b  <spouse>  ?f   ,?a  <predecessor>  ?b,0.354564756,0.133921411,0.432642487,167,1247,386,?b
?a  <parent>  ?f  ?f  <spouse>  ?b   ,?a  <predecessor>  ?b,0.354564756,0.133814103,0.432642487,167,1248,386,?b
?b  <mother>  ?a   ,?a  <successor>  ?b,0.040339703,0.035580524,0.431818182,19,534,44,?a
?a  <mother>  ?b   ,?a  <predecessor>  ?b,0.040339703,0.035580524,0.431818182,19,534,44,?b
"?c  <gender>  ""male""@en  ?c  <parent>  ?a   ","?a  <gender>  ""female""@en",0.262154433,0.416666667,0.431711146,275,660,637,?a
?d  <hasSpouse>  <Yes>  ?a  <mother>  ?d   ,"?a  <gender>  ""female""@en",0.20686368,0.428853755,0.42970297,217,506,505,?a
?e  <gender>  ?b  ?e  <mother>  ?a   ,?a  <gender>  ?b,0.195424214,0.427083333,0.427083333,205,480,480,?a
?a  <mother>  ?d  ?a  <parent>  ?d   ,"?a  <gender>  ""female""@en",0.216396568,0.425093633,0.425891182,227,534,533,?a
?a  <mother>  ?d  ?d  <type>  <Person>   ,"?a  <gender>  ""female""@en",0.216396568,0.425093633,0.425891182,227,534,533,?a
?e  <gender>  ?b  ?a  <mother>  ?e   ,?a  <gender>  ?b,0.216396568,0.425093633,0.425891182,227,534,533,?a
?d  <child>  ?a  ?a  <parent>  ?d   ,"?a  <gender>  ""female""@en",0.160152526,0.421052632,0.421052632,168,399,399,?a
?d  <hasSpouse>  <Yes>  ?a  <parent>  ?d   ,"?a  <gender>  ""female""@en",0.209723546,0.415879017,0.416666667,220,529,528,?a
<Pepin_of_Herstal>  <child>  ?b  <Charles_Martel>  <predecessor>  ?a   ,?a  <successor>  ?b,0.010615711,0.416666667,0.416666667,5,12,12,?a
<Pepin_of_Herstal>  <child>  ?a  ?b  <successor>  <Charles_Martel>   ,?a  <predecessor>  ?b,0.010615711,0.416666667,0.416666667,5,12,12,?b
?a  <father>  ?d  ?d  <hasSpouse>  <Yes>   ,"?a  <gender>  ""female""@en",0.203050524,0.410404624,0.411196911,213,519,518,?a
?a  <parent>  ?f  ?b  <spouse>  ?f   ,?a  <mother>  ?b,0.926966292,0.396952686,0.410447761,495,1247,1206,?a
?a  <parent>  ?f  ?f  <spouse>  ?b   ,?a  <mother>  ?b,0.925093633,0.395833333,0.409279205,494,1248,1207,?a
"?c  <child>  ?a  ?c  <gender>  ""female""@en   ","?a  <gender>  ""male""@en",0.110581506,0.132420091,0.404181185,116,876,287,?a
?a  <parent>  ?f  ?f  <spouse>  ?b   ,?a  <father>  ?b,0.756838906,0.399038462,0.403238866,498,1248,1235,?a
?a  <parent>  ?f  ?b  <spouse>  ?f   ,?a  <father>  ?b,0.755319149,0.398556536,0.402755267,497,1247,1234,?a
"?a  <child>  ?d  ?d  <gender>  ""female""@en   ","?a  <gender>  ""male""@en",0.088655863,0.402597403,0.402597403,93,231,231,?a
?a  <parent>  ?d  ?d  <type>  <Person>   ,"?a  <gender>  ""female""@en",0.260247855,0.400293255,0.400881057,273,682,681,?a
?a  <predecessor>  <Charles_X>  ?b  <predecessor>  <Louis_Philippe_I>   ,?a  <successor>  ?b,0.012738854,0.4,0.4,6,15,15,?a
<Louis_Philippe_I>  <successor>  ?a  <Charles_X>  <successor>  ?b   ,?a  <predecessor>  ?b,0.012738854,0.4,0.4,6,15,15,?b
?f  <child>  ?a  ?b  <marriedTo>  ?f   ,?a  <mother>  ?b,0.011235955,0.101694915,0.4,6,59,15,?a
?e  <child>  ?a  ?e  <marriedTo>  ?b   ,?a  <mother>  ?b,0.011235955,0.101694915,0.4,6,59,15,?a
?b  <child>  ?a  ?b  <hasSpouse>  <No>   ,?a  <parent>  ?b,0.01614205,0.384615385,0.4,20,52,50,?b
?d  <child>  ?a  ?a  <mother>  ?d   ,"?a  <gender>  ""male""@en",0.094375596,0.399193548,0.399193548,99,248,248,?a
"?d  <gender>  ""male""@en  ?a  <parent>  ?d   ","?a  <gender>  ""female""@en",0.249761678,0.395770393,0.396369138,262,662,661,?a
"?a  <father>  ?d  ?d  <gender>  ""male""@en   ","?a  <gender>  ""female""@en",0.246901811,0.393617021,0.394216134,259,658,657,?a
?a  <father>  ?d  ?a  <parent>  ?d   ,"?a  <gender>  ""female""@en",0.246901811,0.393617021,0.394216134,259,658,657,?a
?a  <father>  ?d  ?d  <type>  <Person>   ,"?a  <gender>  ""female""@en",0.246901811,0.393617021,0.394216134,259,658,657,?a
?f  <child>  ?a  ?b  <spouse>  ?f   ,?a  <mother>  ?b,0.509363296,0.114285714,0.393632417,272,2380,691,?a
?e  <child>  ?a  ?e  <spouse>  ?b   ,?a  <mother>  ?b,0.509363296,0.114285714,0.393632417,272,2380,691,?a
?f  <child>  ?b  ?a  <spouse>  ?f   ,?a  <child>  ?b,0.493410648,0.393277311,0.393277311,936,2380,2380,?b
?e  <child>  ?b  ?e  <spouse>  ?a   ,?a  <child>  ?b,0.493410648,0.393277311,0.393277311,936,2380,2380,?b
?a  <child>  ?b  ?b  <hasSpouse>  <Yes>   ,?a  <successor>  ?b,0.286624204,0.209953344,0.376044568,135,643,359,?a
?b  <child>  ?a  ?a  <hasSpouse>  <Yes>   ,?a  <predecessor>  ?b,0.286624204,0.209953344,0.376044568,135,643,359,?b
<Hemma>  <child>  ?b  <Charles_the_Fat>  <predecessor>  ?a   ,?a  <successor>  ?b,0.012738854,0.375,0.375,6,16,16,?a
<Hemma>  <child>  ?a  ?b  <successor>  <Charles_the_Fat>   ,?a  <predecessor>  ?b,0.012738854,0.375,0.375,6,16,16,?b
?f  <marriedTo>  ?b  ?a  <parent>  ?f   ,?a  <mother>  ?b,0.013108614,0.368421053,0.368421053,7,19,19,?a
?a  <child>  ?f  ?b  <child>  ?f   ,?a  <spouse>  ?b,0.201388889,0.347826087,0.365354331,232,667,635,?a
?a  <child>  ?b  ?a  <hasSpouse>  <No>   ,?a  <successor>  ?b,0.025477707,0.230769231,0.363636364,12,52,33,?a
?b  <child>  ?a  ?b  <hasSpouse>  <No>   ,?a  <predecessor>  ?b,0.025477707,0.230769231,0.363636364,12,52,33,?b
"?d  <gender>  ""male""@en  ?a  <successor>  ?d   ",?a  <hasSpouse>  <No>,0.048824593,0.363636364,0.363636364,108,297,297,?a
"?c  <gender>  ""male""@en  ?c  <predecessor>  ?a   ",?a  <hasSpouse>  <No>,0.048824593,0.363636364,0.363636364,108,297,297,?a
?f  <parent>  ?b  ?a  <successor>  ?f   ,?a  <spouse>  ?b,0.142361111,0.24082232,0.354211663,164,681,463,?a
?e  <parent>  ?b  ?e  <predecessor>  ?a   ,?a  <spouse>  ?b,0.142361111,0.24082232,0.354211663,164,681,463,?a
?d  <hasSpouse>  <No>  ?a  <parent>  ?d   ,"?a  <gender>  ""female""@en",0.053384175,0.352201258,0.352201258,56,159,159,?a
"?c  <child>  ?a  ?c  <gender>  ""male""@en   ","?a  <gender>  ""female""@en",0.118207817,0.121927237,0.351274788,124,1017,353,?a
?b  <marriedTo>  ?f  ?a  <parent>  ?f   ,?a  <father>  ?b,0.010638298,0.35,0.35,7,20,20,?a
?f  <child>  ?a  ?b  <spouse>  ?f   ,?a  <father>  ?b,0.372340426,0.102941176,0.349500713,245,2380,701,?a
?e  <child>  ?a  ?e  <spouse>  ?b   ,?a  <father>  ?b,0.372340426,0.102941176,0.349500713,245,2380,701,?a
"?c  <child>  ?a  ?c  <gender>  ""male""@en   ",?a  <hasSpouse>  <Yes>,0.158679928,0.345132743,0.345132743,351,1017,1017,?a
?d  <child>  ?a  ?a  <predecessor>  ?d   ,?a  <hasSpouse>  <No>,0.03119349,0.345,0.345,69,200,200,?a
?c  <child>  ?a  ?c  <successor>  ?a   ,?a  <hasSpouse>  <No>,0.03119349,0.345,0.345,69,200,200,?a
"?d  <gender>  ""male""@en  ?a  <predecessor>  ?d   ",?a  <hasSpouse>  <No>,0.045660036,0.341216216,0.341216216,101,296,296,?a
"?c  <gender>  ""male""@en  ?c  <successor>  ?a   ",?a  <hasSpouse>  <No>,0.045660036,0.341216216,0.341216216,101,296,296,?a
?d  <hasSpouse>  <Yes>  ?a  <predecessor>  ?d   ,?a  <hasSpouse>  <No>,0.045207957,0.338983051,0.338983051,100,295,295,?a
?c  <hasSpouse>  <Yes>  ?c  <successor>  ?a   ,?a  <hasSpouse>  <No>,0.045207957,0.338983051,0.338983051,100,295,295,?a
?e  <child>  ?a  ?e  <hasSpouse>  ?b   ,?a  <hasSpouse>  ?b,0.214737794,0.33664068,0.33664068,475,1411,1411,?a
?a  <father>  ?d  ?d  <hasSpouse>  <No>   ,"?a  <gender>  ""female""@en",0.043851287,0.330935252,0.330935252,46,139,139,?a
"?c  <child>  ?a  ?c  <gender>  ""female""@en   ",?a  <hasSpouse>  <Yes>,0.130650995,0.329908676,0.329908676,289,876,876,?a
?c  <child>  ?a  ?c  <type>  <Person>   ,?a  <hasSpouse>  <Yes>,0.206600362,0.32388377,0.32388377,457,1411,1411,?a
?d  <hasSpouse>  <Yes>  ?a  <successor>  ?d   ,?a  <hasSpouse>  <No>,0.044303797,0.323432343,0.323432343,98,303,303,?a
?c  <hasSpouse>  <Yes>  ?c  <predecessor>  ?a   ,?a  <hasSpouse>  <No>,0.044303797,0.323432343,0.323432343,98,303,303,?a
?a  <predecessor>  ?d  ?d  <type>  <Person>   ,?a  <hasSpouse>  <No>,0.054249548,0.320855615,0.320855615,120,374,374,?a
?c  <successor>  ?a  ?c  <type>  <Person>   ,?a  <hasSpouse>  <No>,0.054249548,0.320855615,0.320855615,120,374,374,?a
?a  <predecessor>  ?d  ?d  <successor>  ?a   ,?a  <hasSpouse>  <No>,0.054249548,0.320855615,0.320855615,120,374,374,?a
"?a  <child>  ?d  ?d  <gender>  ""male""@en   ","?a  <gender>  ""female""@en",0.08293613,0.315217391,0.315217391,87,276,276,?a
"?b  <child>  ?a  ?b  <gender>  ""male""@en   ",?a  <parent>  ?b,0.245359161,0.298331698,0.30988787,304,1019,981,?b
?b  <child>  ?a   ,?a  <parent>  ?b,0.447941889,0.292567211,0.306460519,555,1897,1811,?b
?a  <successor>  ?d  ?d  <type>  <Person>   ,?a  <hasSpouse>  <No>,0.054701627,0.304020101,0.304020101,121,398,398,?a
?c  <predecessor>  ?a  ?c  <type>  <Person>   ,?a  <hasSpouse>  <No>,0.054701627,0.304020101,0.304020101,121,398,398,?a
?d  <predecessor>  ?a  ?a  <successor>  ?d   ,?a  <hasSpouse>  <No>,0.054701627,0.304020101,0.304020101,121,398,398,?a
?b  <marriedTo>  ?f  ?a  <parent>  ?f   ,?a  <mother>  ?b,0.011235955,0.3,0.3,6,20,20,?a
?d  <child>  ?a  ?a  <father>  ?d   ,"?a  <gender>  ""female""@en",0.083889418,0.291390728,0.291390728,88,302,302,?a
?b  <predecessor>  ?f  ?f  <spouse>  ?a   ,?a  <child>  ?b,0.05904059,0.232365145,0.286445013,112,482,391,?b
?a  <spouse>  ?f  ?f  <successor>  ?b   ,?a  <child>  ?b,0.05904059,0.232365145,0.286445013,112,482,391,?b
?e  <spouse>  ?a  ?e  <successor>  ?b   ,?a  <child>  ?b,0.05904059,0.232365145,0.286445013,112,482,391,?b
?b  <predecessor>  ?f  ?a  <spouse>  ?f   ,?a  <child>  ?b,0.05904059,0.232365145,0.286445013,112,482,391,?b
?c  <hasSpouse>  <No>  ?c  <parent>  ?a   ,"?a  <gender>  ""female""@en",0.026692088,0.259259259,0.28,28,108,100,?a
?f  <child>  ?a  ?b  <spouse>  ?f   ,?a  <parent>  ?b,0.426957224,0.222268908,0.275234131,529,2380,1922,?b
?e  <child>  ?a  ?e  <spouse>  ?b   ,?a  <parent>  ?b,0.426957224,0.222268908,0.275234131,529,2380,1922,?b
?b  <father>  ?f  ?f  <spouse>  ?a   ,?a  <successor>  ?b,0.038216561,0.026587888,0.268656716,18,677,67,?a
?b  <father>  ?f  ?a  <spouse>  ?f   ,?a  <successor>  ?b,0.038216561,0.026587888,0.268656716,18,677,67,?a
?a  <father>  ?f  ?b  <spouse>  ?f   ,?a  <predecessor>  ?b,0.038216561,0.026587888,0.268656716,18,677,67,?b
?a  <father>  ?f  ?f  <spouse>  ?b   ,?a  <predecessor>  ?b,0.038216561,0.026587888,0.268656716,18,677,67,?b
?b  <child>  ?f  ?f  <predecessor>  ?a   ,?a  <spouse>  ?b,0.088541667,0.205645161,0.267716535,102,496,381,?a
?b  <child>  ?f  ?a  <successor>  ?f   ,?a  <spouse>  ?b,0.088541667,0.205645161,0.267716535,102,496,381,?a
?f  <parent>  ?a  ?b  <successor>  ?f   ,?a  <spouse>  ?b,0.142361111,0.24082232,0.265372168,164,681,618,?a
?e  <parent>  ?a  ?e  <predecessor>  ?b   ,?a  <spouse>  ?b,0.142361111,0.24082232,0.265372168,164,681,618,?a
"?a  <gender>  ""male""@en   ",?a  <hasSpouse>  <No>,0.066455696,0.25432526,0.25432526,147,578,578,?a
"?c  <father>  ?a  ?c  <gender>  ""male""@en   ",?a  <hasSpouse>  <No>,0.041139241,0.251381215,0.251381215,91,362,362,?a
"?a  <child>  ?b  ?a  <name>  ""John II""@en   ",?a  <successor>  ?b,0.010615711,0.25,0.25,5,20,20,?a
"?b  <child>  ?a  ?b  <name>  ""John II""@en   ",?a  <predecessor>  ?b,0.010615711,0.25,0.25,5,20,20,?b
?c  <father>  ?a  ?c  <parent>  ?a   ,?a  <hasSpouse>  <No>,0.060578662,0.247689464,0.247689464,134,541,541,?a
?c  <father>  ?a  ?c  <type>  <Person>   ,?a  <hasSpouse>  <No>,0.060578662,0.247689464,0.247689464,134,541,541,?a
?b  <predecessor>  ?f  ?f  <spouse>  ?a   ,?a  <successor>  ?b,0.055201699,0.053941909,0.234234234,26,482,111,?a
?b  <predecessor>  ?f  ?a  <spouse>  ?f   ,?a  <successor>  ?b,0.055201699,0.053941909,0.234234234,26,482,111,?a
?a  <spouse>  ?f  ?f  <successor>  ?b   ,?a  <successor>  ?b,0.055201699,0.053941909,0.234234234,26,482,111,?a
?e  <spouse>  ?a  ?e  <successor>  ?b   ,?a  <successor>  ?b,0.055201699,0.053941909,0.234234234,26,482,111,?a
?a  <predecessor>  ?f  ?b  <spouse>  ?f   ,?a  <predecessor>  ?b,0.055201699,0.053941909,0.234234234,26,482,111,?b
?a  <predecessor>  ?f  ?f  <spouse>  ?b   ,?a  <predecessor>  ?b,0.055201699,0.053941909,0.234234234,26,482,111,?b
?b  <spouse>  ?f  ?f  <successor>  ?a   ,?a  <predecessor>  ?b,0.055201699,0.053941909,0.234234234,26,482,111,?b
?e  <spouse>  ?b  ?e  <successor>  ?a   ,?a  <predecessor>  ?b,0.055201699,0.053941909,0.234234234,26,482,111,?b
?a  <child>  ?f  ?b  <successor>  ?f   ,?a  <spouse>  ?b,0.088541667,0.205645161,0.216101695,102,496,472,?a
?a  <child>  ?f  ?f  <predecessor>  ?b   ,?a  <spouse>  ?b,0.088541667,0.205645161,0.216101695,102,496,472,?a
"?a  <gender>  ""female""@en  ?b  <successor>  ?a   ",?a  <mother>  ?b,0.013108614,0.175,0.205882353,7,40,34,?a
"?a  <gender>  ""female""@en  ?a  <predecessor>  ?b   ",?a  <mother>  ?b,0.013108614,0.175,0.205882353,7,40,34,?a
"?a  <child>  ?b  ?a  <gender>  ""male""@en   ",?a  <successor>  ?b,0.397027601,0.183513248,0.203703704,187,1019,918,?a
"?b  <child>  ?a  ?b  <gender>  ""male""@en   ",?a  <predecessor>  ?b,0.397027601,0.183513248,0.203703704,187,1019,918,?b
?a  <mother>  ?f  ?b  <predecessor>  ?f   ,?a  <father>  ?b,0.018237082,0.196721311,0.196721311,12,61,61,?a
?a  <mother>  ?f  ?f  <successor>  ?b   ,?a  <father>  ?b,0.018237082,0.196721311,0.196721311,12,61,61,?a
?c  <father>  ?a  ?c  <hasSpouse>  <Yes>   ,?a  <hasSpouse>  <No>,0.042947559,0.196687371,0.196687371,95,483,483,?a
"?c  <father>  ?a  ?c  <gender>  ""female""@en   ",?a  <hasSpouse>  <No>,0.02079566,0.196581197,0.196581197,46,234,234,?a
?a  <child>  ?b   ,?a  <successor>  ?b,0.435244161,0.108065366,0.196360153,205,1897,1044,?a
?b  <child>  ?a   ,?a  <predecessor>  ?b,0.435244161,0.108065366,0.196360153,205,1897,1044,?b
"?c  <gender>  ""male""@en  ?c  <parent>  ?a   ",?a  <hasSpouse>  <No>,0.057866184,0.193939394,0.193939394,128,660,660,?a
?c  <parent>  ?a  ?c  <type>  <Person>   ,?a  <hasSpouse>  <No>,0.087703436,0.190757129,0.190757129,194,1017,1017,?a
?a  <hasSpouse>  <No>   ,"?a  <gender>  ""female""@en",0.028598665,0.024630542,0.169491525,30,1218,177,?a
?e  <father>  ?b  ?e  <mother>  ?a   ,?a  <successor>  ?b,0.010615711,0.011682243,0.15625,5,428,32,?a
?e  <father>  ?a  ?e  <mother>  ?b   ,?a  <predecessor>  ?b,0.010615711,0.011682243,0.15625,5,428,32,?b
?f  <child>  ?b  ?a  <spouse>  ?f   ,?a  <successor>  ?b,0.237791932,0.047058824,0.153635117,112,2380,729,?a
?e  <child>  ?b  ?e  <spouse>  ?a   ,?a  <successor>  ?b,0.237791932,0.047058824,0.153635117,112,2380,729,?a
?f  <child>  ?a  ?b  <spouse>  ?f   ,?a  <predecessor>  ?b,0.237791932,0.047058824,0.153635117,112,2380,729,?b
?e  <child>  ?a  ?e  <spouse>  ?b   ,?a  <predecessor>  ?b,0.237791932,0.047058824,0.153635117,112,2380,729,?b
?c  <hasSpouse>  <Yes>  ?c  <parent>  ?a   ,?a  <hasSpouse>  <No>,0.064195298,0.152034261,0.152034261,142,934,934,?a
"?c  <gender>  ""female""@en  ?c  <parent>  ?a   ",?a  <hasSpouse>  <No>,0.03119349,0.150326797,0.150326797,69,459,459,?a
"?b  <gender>  ""male""@en  ?b  <spouse>  ?a   ",?a  <successor>  ?b,0.014861996,0.012867647,0.14,7,544,50,?a
"?b  <gender>  ""male""@en  ?a  <spouse>  ?b   ",?a  <successor>  ?b,0.014861996,0.012867647,0.14,7,544,50,?a
"?a  <gender>  ""male""@en  ?b  <spouse>  ?a   ",?a  <predecessor>  ?b,0.014861996,0.012867647,0.14,7,544,50,?b
"?a  <gender>  ""male""@en  ?a  <spouse>  ?b   ",?a  <predecessor>  ?b,0.014861996,0.012867647,0.14,7,544,50,?b
?f  <father>  ?a  ?b  <successor>  ?f   ,?a  <child>  ?b,0.014232999,0.078034682,0.131707317,27,346,205,?b
?e  <father>  ?a  ?e  <predecessor>  ?b   ,?a  <child>  ?b,0.014232999,0.078034682,0.131707317,27,346,205,?b
?d  <hasSpouse>  <No>  ?a  <successor>  ?d   ,"?a  <gender>  ""female""@en",0.013346044,0.120689655,0.130841121,14,116,107,?a
?c  <hasSpouse>  <No>  ?c  <predecessor>  ?a   ,"?a  <gender>  ""female""@en",0.013346044,0.120689655,0.130841121,14,116,107,?a
?d  <hasSpouse>  <Yes>  ?a  <predecessor>  ?d   ,"?a  <gender>  ""female""@en",0.02478551,0.088135593,0.125,26,295,208,?a
?c  <hasSpouse>  <Yes>  ?c  <successor>  ?a   ,"?a  <gender>  ""female""@en",0.02478551,0.088135593,0.125,26,295,208,?a
?a  <child>  ?f  ?f  <successor>  ?b   ,?a  <child>  ?b,0.023721666,0.105882353,0.12195122,45,425,369,?b
?a  <child>  ?f  ?b  <predecessor>  ?f   ,?a  <child>  ?b,0.023721666,0.105882353,0.12195122,45,425,369,?b
?a  <child>  ?f  ?b  <successor>  ?f   ,?a  <child>  ?b,0.023194518,0.088709677,0.121212121,44,496,363,?b
?a  <child>  ?f  ?f  <predecessor>  ?b   ,?a  <child>  ?b,0.023194518,0.088709677,0.121212121,44,496,363,?b
?b  <mother>  ?f  ?a  <predecessor>  ?f   ,?a  <successor>  ?b,0.012738854,0.098360656,0.12,6,61,50,?a
?b  <mother>  ?f  ?f  <successor>  ?a   ,?a  <successor>  ?b,0.012738854,0.098360656,0.12,6,61,50,?a
?f  <mother>  ?a  ?b  <successor>  ?f   ,?a  <successor>  ?b,0.012738854,0.019047619,0.12,6,315,50,?a
?e  <mother>  ?a  ?e  <predecessor>  ?b   ,?a  <successor>  ?b,0.012738854,0.019047619,0.12,6,315,50,?a
?a  <mother>  ?f  ?b  <predecessor>  ?f   ,?a  <predecessor>  ?b,0.012738854,0.098360656,0.12,6,61,50,?b
?f  <mother>  ?b  ?a  <successor>  ?f   ,?a  <predecessor>  ?b,0.012738854,0.019047619,0.12,6,315,50,?b
?a  <mother>  ?f  ?f  <successor>  ?b   ,?a  <predecessor>  ?b,0.012738854,0.098360656,0.12,6,61,50,?b
?e  <mother>  ?b  ?e  <predecessor>  ?a   ,?a  <predecessor>  ?b,0.012738854,0.019047619,0.12,6,315,50,?b
?f  <successor>  ?a  ?b  <successor>  ?f   ,?a  <parent>  ?b,0.033091203,0.079922027,0.119883041,41,513,342,?b
?a  <predecessor>  ?f  ?b  <successor>  ?f   ,?a  <parent>  ?b,0.033091203,0.079922027,0.119883041,41,513,342,?b
?f  <predecessor>  ?b  ?a  <predecessor>  ?f   ,?a  <parent>  ?b,0.033091203,0.079922027,0.119883041,41,513,342,?b
?e  <predecessor>  ?b  ?e  <successor>  ?a   ,?a  <parent>  ?b,0.033091203,0.079922027,0.119883041,41,513,342,?b
"?a  <gender>  ""female""@en  ?b  <spouse>  ?a   ",?a  <successor>  ?b,0.010615711,0.010245902,0.119047619,5,488,42,?a
"?a  <gender>  ""female""@en  ?a  <spouse>  ?b   ",?a  <successor>  ?b,0.010615711,0.010224949,0.119047619,5,489,42,?a
"?b  <gender>  ""female""@en  ?b  <spouse>  ?a   ",?a  <predecessor>  ?b,0.010615711,0.010224949,0.119047619,5,489,42,?b
"?b  <gender>  ""female""@en  ?a  <spouse>  ?b   ",?a  <predecessor>  ?b,0.010615711,0.010245902,0.119047619,5,488,42,?b
?a  <child>  ?f  ?b  <successor>  ?f   ,?a  <successor>  ?b,0.08492569,0.080645161,0.1179941,40,496,339,?a
?a  <child>  ?f  ?f  <predecessor>  ?b   ,?a  <successor>  ?b,0.08492569,0.080645161,0.1179941,40,496,339,?a
?b  <child>  ?f  ?f  <predecessor>  ?a   ,?a  <predecessor>  ?b,0.08492569,0.080645161,0.1179941,40,496,339,?b
?b  <child>  ?f  ?a  <successor>  ?f   ,?a  <predecessor>  ?b,0.08492569,0.080645161,0.1179941,40,496,339,?b
?d  <predecessor>  ?a  ?a  <successor>  ?d   ,"?a  <gender>  ""female""@en",0.034318398,0.090452261,0.117647059,36,398,306,?a
?a  <successor>  ?d  ?d  <type>  <Person>   ,"?a  <gender>  ""female""@en",0.034318398,0.090452261,0.117647059,36,398,306,?a
?c  <predecessor>  ?a  ?c  <type>  <Person>   ,"?a  <gender>  ""female""@en",0.034318398,0.090452261,0.117647059,36,398,306,?a
?f  <parent>  ?a  ?b  <successor>  ?f   ,?a  <successor>  ?b,0.089171975,0.061674009,0.117647059,42,681,357,?a
?e  <parent>  ?a  ?e  <predecessor>  ?b   ,?a  <successor>  ?b,0.089171975,0.061674009,0.117647059,42,681,357,?a
?f  <parent>  ?b  ?a  <successor>  ?f   ,?a  <predecessor>  ?b,0.089171975,0.061674009,0.117647059,42,681,357,?b
?e  <parent>  ?b  ?e  <predecessor>  ?a   ,?a  <predecessor>  ?b,0.089171975,0.061674009,0.117647059,42,681,357,?b
?a  <parent>  ?d  ?d  <type>  <Person>   ,?a  <hasSpouse>  <No>,0.035714286,0.115835777,0.115835777,79,682,682,?a
?f  <father>  ?a  ?b  <successor>  ?f   ,?a  <successor>  ?b,0.072186837,0.098265896,0.114864865,34,346,296,?a
?e  <father>  ?a  ?e  <predecessor>  ?b   ,?a  <successor>  ?b,0.072186837,0.098265896,0.114864865,34,346,296,?a
?f  <father>  ?b  ?a  <successor>  ?f   ,?a  <predecessor>  ?b,0.072186837,0.098265896,0.114864865,34,346,296,?b
?e  <father>  ?b  ?e  <predecessor>  ?a   ,?a  <predecessor>  ?b,0.072186837,0.098265896,0.114864865,34,346,296,?b
?a  <predecessor>  ?d  ?d  <type>  <Person>   ,"?a  <gender>  ""female""@en",0.030505243,0.085561497,0.113879004,32,374,281,?a
?a  <predecessor>  ?d  ?d  <successor>  ?a   ,"?a  <gender>  ""female""@en",0.030505243,0.085561497,0.113879004,32,374,281,?a
?c  <successor>  ?a  ?c  <type>  <Person>   ,"?a  <gender>  ""female""@en",0.030505243,0.085561497,0.113879004,32,374,281,?a
?d  <hasSpouse>  <Yes>  ?a  <successor>  ?d   ,"?a  <gender>  ""female""@en",0.023832221,0.082508251,0.113636364,25,303,220,?a
?c  <hasSpouse>  <Yes>  ?c  <predecessor>  ?a   ,"?a  <gender>  ""female""@en",0.023832221,0.082508251,0.113636364,25,303,220,?a
"?a  <father>  ?d  ?d  <gender>  ""male""@en   ",?a  <hasSpouse>  <No>,0.033001808,0.110942249,0.110942249,73,658,658,?a
?a  <father>  ?d  ?a  <parent>  ?d   ,?a  <hasSpouse>  <No>,0.033001808,0.110942249,0.110942249,73,658,658,?a
?a  <father>  ?d  ?d  <type>  <Person>   ,?a  <hasSpouse>  <No>,0.033001808,0.110942249,0.110942249,73,658,658,?a
"?d  <gender>  ""male""@en  ?a  <parent>  ?d   ",?a  <hasSpouse>  <No>,0.033001808,0.110271903,0.110271903,73,662,662,?a
?b  <parent>  ?f  ?f  <successor>  ?a   ,?a  <successor>  ?b,0.08492569,0.084566596,0.106951872,40,473,374,?a
?b  <parent>  ?f  ?a  <predecessor>  ?f   ,?a  <successor>  ?b,0.08492569,0.084566596,0.106951872,40,473,374,?a
?a  <parent>  ?f  ?b  <predecessor>  ?f   ,?a  <predecessor>  ?b,0.08492569,0.084566596,0.106951872,40,473,374,?b
?a  <parent>  ?f  ?f  <successor>  ?b   ,?a  <predecessor>  ?b,0.08492569,0.084566596,0.106951872,40,473,374,?b
?d  <parent>  ?a  ?a  <successor>  ?d   ,"?a  <gender>  ""female""@en",0.019065777,0.104712042,0.106382979,20,191,188,?a
?c  <parent>  ?a  ?c  <predecessor>  ?a   ,"?a  <gender>  ""female""@en",0.019065777,0.104712042,0.106382979,20,191,188,?a
?a  <parent>  ?d  ?a  <predecessor>  ?d   ,"?a  <gender>  ""female""@en",0.018112488,0.103825137,0.103825137,19,183,183,?a
